user_id,name,age,gender,city,state,plan_id,signup_date,preferred_language,is_active
U00622,Leena Tiwari,49,Female,Chennai,Tamil Nadu,P1,2024-06-23,Malayalam,False
U00623,Vyanjana Sagar,26,Other,Bhopal,Madhya Pradesh,P2,2025-02-24,English,True
U00624,Vrinda Ganesh,39,Male,Ahmedabad,Gujarat,P1,2025-05-18,Hindi,True
U00625,Thomas Master,35,Male,Hyderabad,Telangana,P1,2022-11-13,English,True
U00626,Bhavya Ganguly,50,Male,Hyderabad,Telangana,P2,2022-09-01,Telugu,True
U00627,Yasti Chowdhury,37,Other,Hyderabad,Telangana,P1,2025-08-29,English,True
U00628,Jeevika Barman,30,Female,Bhubaneswar,Odisha,P1,2024-10-29,Hindi,True
U00629,Tejas Sandal,53,Male,Chandigarh,Punjab,P2,2025-07-30,Bengali,True
U00630,Chameli Bali,59,Female,Kolkata,West Bengal,P1,2022-12-12,Malayalam,True
U00631,Gagan Sarna,56,Female,Coimbatore,Tamil Nadu,P1,2024-05-03,Hindi,True
U00632,Warjas Kadakia,53,Male,Hyderabad,Telangana,P1,2025-12-31,Hindi,False
U00633,Priya Gandhi,28,Other,Chandigarh,Punjab,P2,2025-10-12,Hindi,True
U00634,Samuel Bhargava,45,Male,Bengaluru,Karnataka,P1,2025-01-01,Hindi,True
U00635,Om Naik,19,Female,Chennai,Tamil Nadu,P1,2024-10-25,Hindi,False
U00636,Bimala Loke,49,Other,Delhi,Delhi,P1,2026-06-15,English,True
U00637,Krishna Sabharwal,37,Other,Nagpur,Maharashtra,P1,2026-05-07,English,True
U00638,Jonathan Deo,43,Female,Kolkata,West Bengal,P1,2026-03-19,Kannada,True
U00639,Yug Ramaswamy,57,Other,Bhubaneswar,Odisha,P2,2023-07-15,English,True
U00640,Oeshi Prashad,25,Male,Coimbatore,Tamil Nadu,P2,2024-06-30,English,True
U00641,Neha Varma,32,Other,Pune,Maharashtra,P2,2024-05-06,Hindi,False
U00642,Suhani Sura,61,Female,Coimbatore,Tamil Nadu,P3,2025-07-15,Bengali,True
U00643,Girik Shanker,26,Female,Coimbatore,Tamil Nadu,P3,2023-11-06,Kannada,True
U00644,Dev Warrior,23,Male,Bhopal,Madhya Pradesh,P1,2025-01-28,English,True
U00645,Siddharth Talwar,24,Female,Jaipur,Rajasthan,P1,2024-02-17,Telugu,True
U00646,Geetika De,58,Male,Ahmedabad,Gujarat,P4,2023-08-12,Hindi,True
U00647,Hemal Bava,31,Other,Coimbatore,Tamil Nadu,P3,2024-10-20,Hindi,False
U00648,Amol Dash,52,Female,Ahmedabad,Gujarat,P2,2022-09-21,English,False
U00649,Ridhi Shan,21,Other,Kolkata,West Bengal,P1,2026-04-03,English,True
U00650,Samaksh Deo,60,Male,Chandigarh,Punjab,P4,2022-07-16,Bengali,True
U00651,Nathan Mahal,27,Other,Guwahati,Assam,P2,2026-01-24,Marathi,False
U00652,Zashil Butala,54,Male,Nagpur,Maharashtra,P2,2022-11-29,Telugu,True
U00653,Charles Randhawa,56,Male,Ahmedabad,Gujarat,P2,2024-01-10,Telugu,True
U00654,Pushti Chand,23,Male,Bhubaneswar,Odisha,P1,2025-01-15,English,True
U00655,Tanay Sood,64,Male,Kochi,Kerala,P1,2025-05-09,Tamil,False
U00656,Zilmil Saxena,41,Female,Hyderabad,Telangana,P3,2022-11-06,Punjabi,True
U00657,Jai Sami,16,Female,Bhopal,Madhya Pradesh,P2,2022-07-29,English,True
U00658,Ekavir Karnik,19,Female,Kolkata,West Bengal,P2,2025-04-24,Bengali,False
U00659,Harshil Munshi,43,Other,Kochi,Kerala,P1,2024-01-26,Bengali,False
U00660,Laksh Raja,51,Other,Chandigarh,Punjab,P1,2024-01-04,Malayalam,True
U00661,Luke Biswas,52,Other,Lucknow,Uttar Pradesh,P1,2025-08-19,Hindi,True
U00662,Nitesh Sarraf,33,Other,Guwahati,Assam,P2,2024-08-29,Hindi,True
U00663,Max Sabharwal,22,Other,Bhubaneswar,Odisha,P1,2023-12-11,Hindi,True
U00664,Teerth Chadha,62,Male,Kochi,Kerala,P2,2025-01-01,English,True
U00665,Jatin Rajagopalan,59,Other,Bengaluru,Karnataka,P3,2026-02-14,Tamil,False
U00666,Divya Dey,15,Male,Surat,Gujarat,P1,2023-12-11,Hindi,True
U00667,Yuvraj Mane,36,Other,Jaipur,Rajasthan,P3,2023-07-13,Hindi,True
U00668,Charvi Jha,31,Female,Patna,Bihar,P4,2025-08-27,Telugu,True
U00669,Manya Merchant,21,Female,Coimbatore,Tamil Nadu,P2,2024-08-10,Bengali,True
U00670,Warda Raju,39,Male,Ahmedabad,Gujarat,P1,2025-02-14,Bengali,True
U00671,Ekavir Wable,59,Male,Mumbai,Maharashtra,P1,2022-12-27,Hindi,True
U00672,Jalsa Nadig,18,Male,Bhopal,Madhya Pradesh,P1,2026-02-03,Telugu,False
U00673,Jasmit Gera,50,Other,Bengaluru,Karnataka,P1,2023-01-24,Kannada,True
U00674,Anay Bir,20,Male,Patna,Bihar,P4,2025-08-03,Tamil,True
U00675,Balveer Bhasin,45,Male,Delhi,Delhi,P1,2022-08-05,Punjabi,True
U00676,Yashawini Mangat,33,Other,Coimbatore,Tamil Nadu,P2,2026-05-02,Telugu,True
U00677,Pallavi Ratti,58,Male,Lucknow,Uttar Pradesh,P1,2025-01-19,English,True
U00678,Arunima Chacko,53,Female,Nagpur,Maharashtra,P1,2022-11-13,Hindi,True
U00679,Nachiket Yadav,41,Male,Bhubaneswar,Odisha,P2,2023-10-11,Hindi,True
U00680,Dayita Sarkar,24,Female,Lucknow,Uttar Pradesh,P4,2023-11-05,Malayalam,True
U00681,Dalbir Konda,40,Other,Bhopal,Madhya Pradesh,P2,2025-06-16,English,True
U00682,Jack Setty,33,Female,Bhopal,Madhya Pradesh,P1,2022-11-18,English,True
U00683,Dayamai Gill,53,Female,Jaipur,Rajasthan,P2,2024-12-26,Hindi,True
U00684,Advay Gade,17,Other,Delhi,Delhi,P1,2023-01-06,Bengali,True
U00685,Zansi Lad,59,Female,Chandigarh,Punjab,P3,2024-07-10,Punjabi,True
U00686,Amruta Dalal,27,Female,Coimbatore,Tamil Nadu,P1,2023-03-16,Malayalam,True
U00687,Gautami Sanghvi,64,Female,Coimbatore,Tamil Nadu,P2,2025-08-16,Tamil,True
U00688,Adya Bose,42,Other,Lucknow,Uttar Pradesh,P1,2023-08-17,Hindi,True
U00689,Christopher Tata,34,Other,Indore,Madhya Pradesh,P3,2024-07-09,Gujarati,True
U00690,Jhalak Dugar,42,Male,Surat,Gujarat,P1,2025-12-22,Punjabi,True
U00691,Jack Kari,22,Male,Chennai,Tamil Nadu,P1,2023-07-23,Gujarati,True
U00692,Chaitanya Arora,55,Female,Chennai,Tamil Nadu,P3,2025-07-02,English,True
U00693,Januja Rajagopal,53,Other,Bengaluru,Karnataka,P1,2023-07-08,English,True
U00694,Balendra Saini,15,Male,Jaipur,Rajasthan,P2,2026-03-21,Bengali,True
U00695,Omaja Nagarajan,17,Male,Indore,Madhya Pradesh,P3,2023-06-09,English,True
U00696,Kashish Dar,27,Male,Guwahati,Assam,P2,2023-08-16,Marathi,True
U00697,Praneel Kapoor,42,Other,Hyderabad,Telangana,P3,2024-07-18,Kannada,False
U00698,Nandini Biswas,63,Female,Jaipur,Rajasthan,P2,2025-10-03,Tamil,True
U00699,Deepa Narang,39,Male,Kolkata,West Bengal,P1,2026-01-17,Tamil,True
U00700,Abhiram Pillay,47,Female,Bhopal,Madhya Pradesh,P1,2022-11-19,Bengali,True
U00701,Xavier Shetty,52,Female,Nagpur,Maharashtra,P4,2023-05-05,Hindi,True
U00702,Rohan Korpal,20,Female,Lucknow,Uttar Pradesh,P1,2024-01-05,Malayalam,True
U00703,Arjun Kaul,58,Other,Ahmedabad,Gujarat,P1,2023-02-20,English,False
U00704,Gautami Agarwal,59,Other,Jaipur,Rajasthan,P2,2024-09-14,Tamil,True
U00705,Damyanti Chawla,46,Female,Pune,Maharashtra,P4,2025-07-28,Bengali,True
U00706,Oni Swamy,59,Other,Chandigarh,Punjab,P3,2023-05-11,Bengali,True
U00707,Ati Chander,61,Other,Indore,Madhya Pradesh,P2,2026-05-20,Kannada,True
U00708,Zinal Sachar,35,Male,Pune,Maharashtra,P3,2022-09-18,Malayalam,True
U00709,Tara Chad,30,Female,Surat,Gujarat,P1,2025-05-04,Bengali,True
U00710,Meera Borde,35,Other,Surat,Gujarat,P2,2024-11-10,Marathi,True
U00711,Radhika De,25,Other,Ahmedabad,Gujarat,P2,2024-11-26,English,False
U00712,Divya Ramaswamy,51,Female,Nagpur,Maharashtra,P2,2023-06-26,English,False
U00713,Eesha Sethi,50,Other,Jaipur,Rajasthan,P2,2025-05-04,Hindi,True
U00714,Samaksh Deshpande,49,Other,Delhi,Delhi,P1,2023-08-17,Bengali,True
U00715,Nachiket Cherian,33,Other,Ahmedabad,Gujarat,P2,2025-08-28,Hindi,True
U00716,Dipta Ray,34,Other,Indore,Madhya Pradesh,P1,2023-03-13,Hindi,False
U00717,Sarthak Seth,32,Male,Kolkata,West Bengal,P2,2023-01-08,Hindi,True
U00718,Jagdish Chana,61,Other,Lucknow,Uttar Pradesh,P2,2023-10-09,Tamil,True
U00719,Banjeet Kale,55,Female,Bhopal,Madhya Pradesh,P3,2023-03-03,English,True
U00720,Manbir Chand,63,Female,Indore,Madhya Pradesh,P3,2025-11-18,Tamil,True
U00721,Meghana Varghese,28,Other,Chandigarh,Punjab,P2,2025-05-20,Tamil,True
U00722,Abha Ghosh,29,Female,Hyderabad,Telangana,P2,2022-09-25,Gujarati,True
U00723,Sneha Krish,45,Other,Jaipur,Rajasthan,P1,2022-08-30,Marathi,True
U00724,Logan Dara,15,Male,Pune,Maharashtra,P1,2022-12-01,Kannada,True
U00725,Kalpit Hora,17,Female,Bhubaneswar,Odisha,P2,2022-08-02,Bengali,True
U00726,Frado Lad,30,Female,Nagpur,Maharashtra,P4,2025-10-31,Kannada,True
U00727,Anthony Bhattacharyya,37,Other,Delhi,Delhi,P2,2026-03-17,Malayalam,True
U00728,Kabir Chanda,25,Other,Ahmedabad,Gujarat,P2,2023-04-30,Bengali,False
U00729,Jason Basak,26,Male,Chandigarh,Punjab,P2,2026-02-27,Malayalam,False
U00730,Om Sant,24,Female,Kolkata,West Bengal,P1,2026-04-22,Hindi,True
U00731,Watika Balan,46,Male,Coimbatore,Tamil Nadu,P3,2025-10-28,Marathi,False
U00732,Orinder Pandya,30,Male,Bengaluru,Karnataka,P1,2024-01-26,Bengali,True
U00733,Anvi Mammen,22,Other,Kochi,Kerala,P2,2023-05-25,English,False
U00734,Bakhshi Korpal,52,Other,Nagpur,Maharashtra,P1,2024-04-27,Tamil,False
U00735,Nisha Srinivas,26,Male,Bengaluru,Karnataka,P2,2025-02-15,Telugu,False
U00736,Leela Devan,38,Female,Bhopal,Madhya Pradesh,P2,2022-10-13,Hindi,False
U00737,Anirudh Raja,42,Female,Chennai,Tamil Nadu,P4,2024-03-19,English,True
U00738,Varsha Sundaram,22,Other,Surat,Gujarat,P1,2025-08-31,Hindi,True
U00739,Lipika Madan,42,Male,Kochi,Kerala,P2,2023-11-30,English,True
U00740,Theodore Balan,50,Male,Surat,Gujarat,P1,2023-04-04,Tamil,True
U00741,Dalbir Sodhi,40,Female,Bengaluru,Karnataka,P1,2026-02-13,Tamil,True
U00742,Nathaniel Chaudhry,22,Male,Nagpur,Maharashtra,P2,2024-08-27,Telugu,True
U00743,Amaira Walla,64,Other,Mumbai,Maharashtra,P3,2023-07-13,Hindi,True
U00744,Theodore Rama,42,Female,Ahmedabad,Gujarat,P1,2025-10-20,English,True
U00745,Patrick Khalsa,42,Male,Indore,Madhya Pradesh,P2,2023-12-16,Hindi,True
U00746,Ayaan Pandey,51,Other,Lucknow,Uttar Pradesh,P2,2024-11-27,Tamil,True
U00747,Raghav Tailor,55,Female,Chennai,Tamil Nadu,P1,2026-04-30,English,True
U00748,Vritti Barad,50,Male,Bhopal,Madhya Pradesh,P1,2024-09-15,Bengali,True
U00749,Theodore Bahri,41,Male,Mumbai,Maharashtra,P2,2022-11-24,Hindi,True
U00750,Garima Jaggi,31,Other,Delhi,Delhi,P2,2024-08-23,English,True
U00751,Peter Naik,23,Male,Delhi,Delhi,P2,2025-10-06,Bengali,True
U00752,Lucky Choudhry,47,Male,Mumbai,Maharashtra,P1,2022-10-11,English,True
U00753,Elijah Prakash,34,Other,Coimbatore,Tamil Nadu,P1,2025-12-03,Hindi,True
U00754,Harrison Nayar,27,Other,Mumbai,Maharashtra,P1,2025-05-10,Hindi,True
U00755,Nakul Sarkar,42,Male,Bhubaneswar,Odisha,P2,2023-09-29,English,False
U00756,Edhitha Ghosh,62,Male,Indore,Madhya Pradesh,P2,2025-09-14,English,True
U00757,Udant Gill,43,Male,Nagpur,Maharashtra,P1,2025-05-14,Bengali,False
U00758,Joshua Goel,27,Female,Pune,Maharashtra,P2,2024-01-19,English,True
U00759,Bachittar Gopal,60,Other,Nagpur,Maharashtra,P4,2025-06-14,Marathi,True
U00760,Hemang Taneja,49,Male,Mumbai,Maharashtra,P1,2024-12-12,Kannada,False
U00761,Wazir Palan,20,Male,Nagpur,Maharashtra,P1,2023-02-06,Bengali,True
U00762,Gaurang Nayak,32,Other,Hyderabad,Telangana,P4,2026-06-20,Hindi,False
U00763,Shaurya Krish,19,Male,Lucknow,Uttar Pradesh,P1,2024-04-28,Hindi,True
U00764,Aahana Chokshi,61,Female,Delhi,Delhi,P3,2025-04-23,Bengali,True
U00765,Libni Sarma,39,Male,Hyderabad,Telangana,P1,2025-06-02,Hindi,True
U00766,Odika Tailor,16,Female,Kolkata,West Bengal,P1,2025-06-20,Marathi,True
U00767,Keya Chaudhuri,24,Female,Bengaluru,Karnataka,P2,2026-01-24,Hindi,True
U00768,Nicholas Seth,44,Female,Surat,Gujarat,P1,2025-11-07,Bengali,True
U00769,Chaitaly Bahri,64,Male,Patna,Bihar,P2,2022-10-31,Hindi,True
U00770,Ethan Oommen,59,Male,Delhi,Delhi,P4,2023-10-24,Hindi,False
U00771,Naveen Borde,19,Other,Nagpur,Maharashtra,P3,2023-03-21,English,True
U00772,Hamsini Subramanian,47,Other,Chandigarh,Punjab,P2,2024-09-22,Kannada,True
U00773,Nitesh Saraf,15,Female,Chennai,Tamil Nadu,P2,2025-05-10,Hindi,True
U00774,Garima Jha,32,Other,Delhi,Delhi,P1,2023-03-02,English,True
U00775,Alka Manda,46,Other,Indore,Madhya Pradesh,P3,2026-06-08,Bengali,True
U00776,Chandran Ramaswamy,61,Other,Kochi,Kerala,P2,2023-09-23,Bengali,True
U00777,Mitesh Bhagat,63,Other,Ahmedabad,Gujarat,P2,2024-10-28,Bengali,True
U00778,Gagan Menon,25,Other,Coimbatore,Tamil Nadu,P3,2023-12-25,Hindi,True
U00779,Ryan Chatterjee,35,Female,Kolkata,West Bengal,P2,2025-10-31,Malayalam,False
U00780,Bishakha Bumb,40,Female,Bengaluru,Karnataka,P3,2022-08-22,Hindi,False
U00781,Darika Rao,39,Other,Delhi,Delhi,P2,2024-06-06,Tamil,True
U00782,Gavin Ram,36,Female,Ahmedabad,Gujarat,P1,2024-06-03,Bengali,True
U00783,Kala Grover,41,Male,Nagpur,Maharashtra,P2,2023-04-12,Gujarati,True
U00784,Ria Shroff,63,Female,Mumbai,Maharashtra,P1,2024-04-27,Hindi,True
U00785,David Dora,27,Other,Bengaluru,Karnataka,P3,2023-08-04,Tamil,False
U00786,Frederick Padmanabhan,47,Other,Coimbatore,Tamil Nadu,P1,2025-07-19,Telugu,True
U00787,Utkarsh Bhat,48,Female,Delhi,Delhi,P3,2025-10-08,English,True
U00788,Vaishnavi Keer,55,Other,Bhubaneswar,Odisha,P2,2025-11-25,English,True
U00789,Megha Banerjee,49,Male,Hyderabad,Telangana,P3,2024-06-10,Hindi,True
U00790,Jai Sen,15,Female,Lucknow,Uttar Pradesh,P2,2024-07-18,Bengali,True
U00791,Siddharth Hans,35,Other,Kolkata,West Bengal,P2,2023-03-25,Bengali,True
U00792,Farhan Saran,62,Male,Jaipur,Rajasthan,P2,2023-01-16,Hindi,False
U00793,Aarna Nagarajan,20,Male,Pune,Maharashtra,P2,2023-05-07,Bengali,True
U00794,Gagan Rama,42,Other,Patna,Bihar,P1,2026-03-07,Malayalam,True
U00795,Anya Venkatesh,31,Other,Surat,Gujarat,P2,2024-10-05,Marathi,True
U00796,Oni Chowdhury,19,Other,Nagpur,Maharashtra,P1,2024-05-15,Hindi,False
U00797,Harish Cherian,45,Other,Guwahati,Assam,P2,2024-03-12,Bengali,False
U00798,Bhavika Wason,19,Male,Guwahati,Assam,P1,2024-10-15,Hindi,True
U00799,Aishani Rajagopal,52,Other,Bhubaneswar,Odisha,P3,2026-01-21,Kannada,True
U00800,Baljiwan Gera,17,Male,Bhubaneswar,Odisha,P4,2025-02-26,English,False
U00801,Neelima Barad,37,Male,Lucknow,Uttar Pradesh,P2,2023-08-22,Hindi,True
U00802,Wazir Bawa,51,Other,Indore,Madhya Pradesh,P1,2024-02-14,Telugu,True
U00803,Kashish Bahri,51,Male,Coimbatore,Tamil Nadu,P2,2025-07-09,Hindi,True
U00804,Deepa Mand,24,Male,Chandigarh,Punjab,P4,2023-11-21,Gujarati,True
U00805,Vedant Desai,24,Other,Kolkata,West Bengal,P2,2025-11-28,Tamil,True
U00806,Ekani Luthra,33,Other,Chandigarh,Punjab,P2,2023-09-28,Tamil,True
U00807,Raghav Sathe,31,Other,Patna,Bihar,P2,2025-06-14,English,False
U00808,Vedhika Varty,35,Male,Mumbai,Maharashtra,P2,2023-05-20,English,True
U00809,Yutika Dutt,28,Male,Delhi,Delhi,P1,2026-01-02,Gujarati,True
U00810,Krishna Viswanathan,23,Other,Chennai,Tamil Nadu,P3,2022-10-19,Bengali,True
U00811,Oscar Hans,60,Female,Coimbatore,Tamil Nadu,P1,2026-01-20,Hindi,False
U00812,Dalbir Krish,15,Other,Coimbatore,Tamil Nadu,P3,2026-01-14,Tamil,True
U00813,Jalsa Issac,59,Other,Indore,Madhya Pradesh,P3,2022-09-02,English,True
U00814,Yashasvi Ranganathan,27,Other,Bhopal,Madhya Pradesh,P2,2023-08-20,English,True
U00815,Azaan Khurana,18,Male,Mumbai,Maharashtra,P2,2025-01-29,Tamil,True
U00816,Peter Som,15,Other,Surat,Gujarat,P3,2024-01-11,Bengali,True
U00817,Hemangini Gade,63,Other,Guwahati,Assam,P2,2024-11-19,Hindi,True
U00818,Gautam Mane,54,Male,Pune,Maharashtra,P1,2025-11-20,Gujarati,True
U00819,Nicholas Kala,46,Male,Kolkata,West Bengal,P2,2022-08-25,English,True
U00820,Samuel Luthra,48,Male,Coimbatore,Tamil Nadu,P1,2025-12-19,Tamil,True
U00821,Aditya Som,42,Male,Kochi,Kerala,P2,2025-02-21,Hindi,False
U00822,Abhiram Kapur,45,Other,Bhubaneswar,Odisha,P1,2026-03-08,Tamil,True
U00823,Anvi Sampath,22,Other,Nagpur,Maharashtra,P3,2023-07-19,English,True
U00824,Tripti Krishnan,53,Male,Kochi,Kerala,P2,2026-02-13,Telugu,True
U00825,Mekhala Chaudry,40,Other,Kolkata,West Bengal,P2,2023-05-30,English,True
U00826,Barkha Misra,48,Female,Pune,Maharashtra,P2,2022-07-26,English,True
U00827,Devansh Nayar,17,Other,Bhubaneswar,Odisha,P2,2025-04-10,Malayalam,False
U00828,Aradhana Lal,64,Female,Mumbai,Maharashtra,P1,2026-06-28,English,False
U00829,Raghav Doctor,26,Male,Bhubaneswar,Odisha,P4,2025-02-28,Marathi,True
U00830,Dakshesh Raval,15,Male,Kochi,Kerala,P2,2024-08-09,English,True
U00831,Atharv Tank,58,Other,Lucknow,Uttar Pradesh,P1,2025-03-07,Malayalam,True
U00832,Omya Ravel,19,Male,Indore,Madhya Pradesh,P2,2026-07-12,English,True
U00833,Ranveer Oza,44,Male,Kochi,Kerala,P2,2024-02-03,Hindi,False
U00834,Vamakshi Parmer,44,Other,Coimbatore,Tamil Nadu,P2,2025-06-11,Hindi,True
U00835,Pratyush Memon,31,Female,Pune,Maharashtra,P3,2024-07-26,Malayalam,True
U00836,Aarna Goswami,62,Male,Patna,Bihar,P2,2022-12-05,Bengali,True
U00837,Gaurav Kapadia,61,Male,Surat,Gujarat,P2,2026-04-29,Hindi,True
U00838,Osha Narula,37,Other,Jaipur,Rajasthan,P2,2023-12-17,Malayalam,False
U00839,Ubika Dalal,29,Other,Patna,Bihar,P2,2024-01-10,English,True
U00840,Urmi Hayer,51,Other,Bhopal,Madhya Pradesh,P2,2024-06-02,Hindi,True
U00841,Chanchal Sachdev,35,Other,Bengaluru,Karnataka,P3,2024-07-16,Hindi,False
U00842,Laksh Iyer,28,Male,Chandigarh,Punjab,P4,2022-10-02,English,True
U00843,Luke Mutti,16,Female,Bhubaneswar,Odisha,P1,2023-11-28,English,False
U00844,Faris Sura,25,Other,Mumbai,Maharashtra,P2,2025-12-26,Hindi,True
U00845,Dhriti Bhardwaj,53,Other,Coimbatore,Tamil Nadu,P1,2023-11-13,Hindi,True
U00846,Shaurya Ganguly,52,Male,Chandigarh,Punjab,P4,2022-07-22,Telugu,True
U00847,Vrishti Chakrabarti,48,Other,Hyderabad,Telangana,P1,2024-11-03,Tamil,True
U00848,Pushti Raval,52,Other,Bengaluru,Karnataka,P1,2023-01-21,Bengali,True
U00849,Leela Agrawal,64,Other,Pune,Maharashtra,P2,2024-04-02,Malayalam,True
U00850,Kashvi Atwal,48,Female,Kolkata,West Bengal,P1,2022-09-09,Hindi,True
U00851,Andrew Agrawal,32,Other,Guwahati,Assam,P3,2026-02-08,Telugu,True
U00852,Upkaar Padmanabhan,44,Female,Lucknow,Uttar Pradesh,P2,2025-01-16,Hindi,True
U00853,Leela Thakur,29,Female,Nagpur,Maharashtra,P4,2023-10-14,Hindi,True
U00854,Dhruv Bath,41,Male,Hyderabad,Telangana,P1,2024-11-22,Kannada,True
U00855,Tamanna Venkatesh,48,Other,Surat,Gujarat,P1,2023-09-24,English,True
U00856,Radha Desai,52,Female,Guwahati,Assam,P2,2024-12-03,Marathi,True
U00857,Jagrati Guha,47,Male,Kochi,Kerala,P1,2023-11-28,Bengali,True
U00858,Anirudh Kari,38,Male,Jaipur,Rajasthan,P3,2023-03-13,Bengali,True
U00859,Siddharth Bains,29,Female,Nagpur,Maharashtra,P2,2023-06-08,Bengali,True
U00860,Jatin Peri,44,Other,Hyderabad,Telangana,P1,2024-11-23,Hindi,True
U00861,Keya Kumer,56,Male,Chennai,Tamil Nadu,P3,2025-05-19,English,False
U00862,Chanakya Chokshi,31,Male,Bengaluru,Karnataka,P2,2025-08-15,Malayalam,True
U00863,Chanakya D’Alia,19,Other,Guwahati,Assam,P2,2025-02-24,Hindi,True
U00864,Jatin Krishnan,43,Other,Jaipur,Rajasthan,P2,2024-03-15,Telugu,True
U00865,Samesh Andra,18,Other,Chandigarh,Punjab,P2,2024-06-08,Bengali,True
U00866,Zinal Madan,24,Male,Surat,Gujarat,P2,2023-09-28,English,True
U00867,Omya Cheema,31,Other,Ahmedabad,Gujarat,P3,2025-01-10,Bengali,True
U00868,Barkha Comar,24,Male,Chennai,Tamil Nadu,P2,2024-08-01,Telugu,True
U00869,Rushil Iyengar,31,Female,Chennai,Tamil Nadu,P2,2025-09-04,Marathi,True
U00870,Ishita Rout,34,Female,Nagpur,Maharashtra,P1,2025-08-25,English,True
U00871,Watika Johal,38,Female,Pune,Maharashtra,P2,2023-09-20,English,False
U00872,Ganga Keer,19,Other,Delhi,Delhi,P1,2025-04-16,English,True
U00873,Indrajit Tak,48,Female,Indore,Madhya Pradesh,P2,2022-07-20,Malayalam,True
U00874,Yasti Borde,20,Female,Coimbatore,Tamil Nadu,P2,2023-02-18,Tamil,True
U00875,Aahana Kashyap,16,Female,Bengaluru,Karnataka,P2,2025-06-07,Punjabi,True
U00876,Aishani Shetty,27,Female,Bhopal,Madhya Pradesh,P2,2024-05-13,Telugu,True
U00877,Balveer Mannan,57,Male,Bhubaneswar,Odisha,P1,2022-09-27,English,True
U00878,Pooja D’Alia,57,Male,Indore,Madhya Pradesh,P2,2023-12-24,Hindi,True
U00879,Aditya Devi,62,Male,Bhubaneswar,Odisha,P2,2022-12-01,Bengali,True
U00880,Falguni Parmar,25,Female,Kochi,Kerala,P2,2025-03-11,Bengali,True
U00881,Girik Pradhan,61,Female,Guwahati,Assam,P1,2026-02-11,Hindi,True
U00882,Ishaan Rattan,37,Male,Guwahati,Assam,P2,2025-10-18,Tamil,True
U00883,Anita Rajan,30,Male,Guwahati,Assam,P1,2024-02-20,English,True
U00884,Oviya Ganesan,45,Other,Bhopal,Madhya Pradesh,P2,2025-04-18,Tamil,False
U00885,Nathaniel Chawla,25,Male,Lucknow,Uttar Pradesh,P4,2022-12-28,English,False
U00886,Raksha Golla,30,Female,Nagpur,Maharashtra,P1,2024-03-14,Tamil,True
U00887,Ayush De,22,Other,Kolkata,West Bengal,P2,2024-12-25,English,True
U00888,Isaiah Sabharwal,18,Other,Kochi,Kerala,P4,2024-06-20,Tamil,True
U00889,Advika Murthy,54,Male,Bhopal,Madhya Pradesh,P1,2024-04-19,Hindi,False
U00890,Hamsini Venkataraman,18,Male,Indore,Madhya Pradesh,P2,2022-08-03,Tamil,True
U00891,Rachita Kothari,39,Other,Bhubaneswar,Odisha,P2,2024-08-18,Telugu,True
U00892,Manthan Bhagat,17,Other,Nagpur,Maharashtra,P2,2024-06-19,Telugu,True
U00893,Yashasvi Singh,46,Female,Patna,Bihar,P2,2022-08-02,Kannada,True
U00894,Falan Swamy,17,Female,Patna,Bihar,P1,2025-12-11,Bengali,True
U00895,Arunima Bedi,41,Other,Guwahati,Assam,P3,2023-10-27,Tamil,True
U00896,Neha Keer,43,Male,Jaipur,Rajasthan,P2,2024-07-25,Kannada,True
U00897,Sara Chakrabarti,46,Female,Bhubaneswar,Odisha,P3,2022-11-08,English,True
U00898,Diya Dani,64,Male,Mumbai,Maharashtra,P2,2025-12-18,Telugu,True
U00899,Harshil Raval,33,Female,Pune,Maharashtra,P2,2026-06-17,English,True
U00900,Gavin Modi,35,Female,Patna,Bihar,P2,2024-03-09,English,True
U00901,Tanmayi Om,19,Female,Guwahati,Assam,P2,2026-02-05,Gujarati,True
U00902,Udant Sha,32,Other,Pune,Maharashtra,P2,2023-12-28,Telugu,True
U00903,Januja Sethi,42,Female,Coimbatore,Tamil Nadu,P2,2023-11-13,Tamil,True
U00904,Aarnav Om,56,Other,Bhopal,Madhya Pradesh,P2,2022-12-29,Hindi,True
U00905,Kashvi Cherian,36,Other,Kolkata,West Bengal,P1,2023-12-16,English,True
U00906,Waida Dey,35,Other,Coimbatore,Tamil Nadu,P2,2022-09-20,Bengali,True
U00907,Hredhaan Kumar,20,Male,Mumbai,Maharashtra,P3,2025-10-28,Telugu,True
U00908,Jai Ramaswamy,15,Male,Bengaluru,Karnataka,P1,2024-12-24,English,True
U00909,Hamsini Chokshi,19,Female,Bhopal,Madhya Pradesh,P4,2023-05-26,Tamil,True
U00910,Jatin Seshadri,55,Male,Bhubaneswar,Odisha,P1,2025-07-26,Tamil,True
U00911,Wishi Agrawal,26,Other,Pune,Maharashtra,P3,2024-05-14,English,True
U00912,Rachita Subramanian,40,Other,Bhubaneswar,Odisha,P2,2024-08-28,Hindi,True
U00913,Oscar Dave,60,Other,Delhi,Delhi,P2,2026-03-27,Hindi,True
U00914,Yamini Rajagopalan,48,Female,Jaipur,Rajasthan,P3,2022-12-14,Bengali,True
U00915,Anusha Rao,63,Other,Pune,Maharashtra,P2,2024-03-18,Bengali,False
U00916,Sneha Deol,28,Other,Coimbatore,Tamil Nadu,P1,2026-05-23,Kannada,True
